103.6358, 40 
104.0122, 297 
104.3932, 167 
105.1778, 167 
105.5633, 167 
105.9442, 167 
106.3206, 167 
106.7107, 167 
107.4998, 417 
107.8671, 167 
108.2571, 167 
109.8082, 167 
110.4023, 167 
110.9782, 167 
111.3546, 167 
112.5293, 167 
112.9147, 167 
113.4816, 167 
114.0712, 167 
114.4612, 167 
114.8422, 167 
115.2231, 167 
115.6041, 167 
115.9805, 167 
118.7016, 167 
118.9011, 167 
119.5678, 167 
120.4658, 167 
121.6222, 167 
122.3977, 167 
123.1778, 167 
123.5678, 167 
127.0417, 167 
127.2050, 297 
127.8172, 167 
128.5927, 167 
129.3683, 167 
131.8717, 297 
132.4748, 417 
133.2458, 167 
135.5633, 167 
136.3297, 297 
137.1098, 297 
137.8853, 297 
138.2798, 297 
138.6562, 297 
139.0508, 297 
139.4363, 167 
140.9782, 297 
141.7492, 297 
142.1438, 297 
142.5338, 297 
142.9147, 297 
143.3048, 297 
144.0667, 40 
144.8422, 297 
145.2367, 297 
145.4272, 297 
145.6268, 167 
146.3977, 167 
147.1732, 297 
147.3592, 297 
147.9488, 297 
148.7379, 167 
151.3410, 167 
151.4317, 167 
151.8172, 167 
152.1982, 167 
153.5497, 167 
155.1052, 167 
155.8717, 167 
156.2662, 167 
157.8172, 167 
158.9737, 167 
159.3637, 167 
159.7537, 167 
160.1347, 167 
160.5156, 167 
162.2662, 167 
162.4567, 167 
163.2186, 167 
163.5995, 167 
163.9896, 167 
165.1732, 167 
165.5587, 167 
165.9351, 167 
166.3252, 167 
167.1098, 167 
169.4317, 167 
170.2118, 167 
170.5791, 167 
173.8580, 167 
178.7333, 167 
178.8195, 167 
178.9238, 167 
179.0190, 167 
179.1143, 167 
179.4045, 167 
179.4998, 167 
179.6948, 167 
180.1800, 167 
180.2798, 167 
180.7605, 167 
180.9556, 167 
181.0553, 167 
181.2458, 167 
181.3410, 167 
181.4408, 167 
181.5361, 167 
181.6313, 167 
181.8263, 167 
181.9215, 167 
182.0168, 167 
182.1211, 167 
182.2118, 167 
182.4068, 167 
182.5020, 167 
182.5973, 167 
182.6971, 167 
182.7878, 167 
182.9828, 167 
183.1778, 167 
183.3773, 167 
183.5678, 167 
183.7628, 167 
183.8580, 167 
183.9578, 167 
184.1528, 167 
184.3388, 167 
184.4385, 167 
184.5338, 167 
184.7333, 167 
185.0190, 167 
185.1188, 167 
185.2141, 167 
185.4091, 167 
185.6993, 167 
185.8943, 167 
186.2798, 167 
186.4748, 167 
186.6698, 167 
186.7651, 167 
186.9556, 167 
187.0553, 167 
187.1460, 167 
187.2503, 167 
187.4408, 167 
187.5315, 167 
187.6268, 167 
187.7175, 167 
187.8218, 167 
188.2209, 167 
188.6063, 167 
189.0054, 167 
190.5565, 167 
192.0939, 167 
192.8603, 167 
195.1868, 167 
196.7333, 167 
199.0553, 167 
199.8308, 167 
201.7537, 167 
202.1710, 167 
202.9238, 167 
203.3048, 167 
203.6948, 167 
204.0893, 167 
204.8694, 167 
205.2685, 167 
205.6449, 167 
206.0168, 167 
206.8014, 167 
207.9714, 167 
208.3524, 167 
209.1188, 167 
209.5088, 167 
209.8580, 167 
210.6789, 167 
211.0689, 167 
212.2163, 167 
212.9918, 167 
213.7673, 167 
214.9193, 167 
218.4204, 417 
221.6857, 167 
221.8490, 167 
224.4113, 167 
224.9646, 167 
225.9624, 167 
226.7243, 167 
230.1982, 167 
231.9488, 167 
232.1528, 167 
233.3048, 167 
233.6993, 167 
234.8603, 167 
235.2549, 167 
235.8172, 167 
236.4068, 167 
236.8059, 167 
237.1687, 167 
237.9533, 167 
238.3524, 417 
238.7243, 167 
239.5043, 167 
241.0553, 167 
242.7878, 40 
244.0122, 167 
245.0236, 167 
245.1279, 167 
245.3229, 167 
245.4907, 167 
245.6041, 167 
245.8263, 167 
246.0939, 167 
246.5610, 167 
246.8875, 297 
247.3864, 167 
247.4363, 167 
